"Season","Name","Team","G","PA","HR","R","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","WAR","Age","BB","SO","playerid"
"1997","Edgar Renteria","Marlins","154","691","4","90","32","6.5 %","15.6 %",".063",".327",".277",".327",".340",".302","81","1.0","20","45","108","1178"
"1969","Felipe Alou","Braves","123","509","5","54","4","4.5 %","4.5 %",".063",".287",".282",".319",".345",".302","83","0.9","34","23","23","1000177"
"1988","Steve Sax","Dodgers","160","687","5","70","42","6.6 %","7.4 %",".066",".294",".277",".325",".343",".302","98","2.2","28","45","51","1011481"
"2002","Fernando Vina","Cardinals","150","692","1","75","17","6.4 %","5.2 %",".068",".282",".270",".333",".338",".302","82","0.5","33","44","36","1189"
"1971","Dick Green","Athletics","144","538","12","58","1","9.5 %","15.4 %",".109",".272",".244",".320",".354",".302","93","2.1","30","51","83","1004991"
"1983","Frank White","Royals","146","579","11","52","13","3.5 %","8.8 %",".146",".268",".260",".283",".406",".302","84","2.1","32","20","51","1013872"
"1978","Omar Moreno","Pirates","155","621","2","95","71","13.0 %","16.7 %",".068",".287",".235",".339",".303",".301","84","1.6","25","81","104","1009167"
"1990","Walt Weiss","Athletics","138","505","2","50","9","9.1 %","10.5 %",".056",".294",".265",".337",".321",".301","91","3.6","26","46","53","1013748"
"2002","Tony Womack","Diamondbacks","153","652","5","90","29","7.1 %","12.3 %",".081",".303",".271",".325",".353",".301","75","0.7","32","46","80","78"
"1980","Ivan DeJesus","Cubs","157","692","3","78","44","8.7 %","11.7 %",".066",".293",".259",".327",".325",".301","80","1.3","27","60","81","1003150"
"1969","Ed Brinkman","Senators","151","639","2","71","2","7.8 %","6.6 %",".059",".282",".266",".328",".325",".301","88","4.1","27","50","42","1001438"
"1993","Chuck Carr","Marlins","142","613","4","75","58","8.0 %","12.1 %",".064",".300",".267",".327",".330",".301","81","2.2","25","49","74","1001986"
"1980","Ken Reitz","Cardinals","151","561","8","39","0","3.9 %","7.8 %",".109",".279",".270",".300",".379",".301","86","0.1","29","22","44","1010823"
"1985","Steve Sax","Dodgers","136","551","1","62","27","9.8 %","7.8 %",".039",".302",".279",".352",".318",".301","93","1.0","25","54","43","1011481"
"1999","Darin Erstad","Angels","142","638","13","84","13","7.4 %","15.8 %",".121",".285",".253",".308",".374",".301","70","2.0","25","47","101","11"
"1997","Otis Nixon","- - -","145","655","2","84","59","9.9 %","11.9 %",".052",".301",".266",".337",".318",".301","78","0.5","38","65","78","1009608"
"2002","Andy Fox","Marlins","133","502","4","55","31","9.8 %","18.7 %",".083",".309",".251",".338",".333",".301","83","0.9","31","49","94","1379"
"1980","Damaso Garcia","Blue Jays","140","565","4","50","13","2.1 %","9.7 %",".103",".302",".278",".296",".381",".301","79","1.4","25","12","55","1004498"
"2017","Brandon Crawford","Giants","144","570","14","58","3","7.4 %","19.8 %",".151",".293",".253",".305",".403",".301","86","2.1","30","42","113","5343"
"1998","Tony Womack","Pirates","159","704","3","85","58","5.4 %","13.4 %",".075",".323",".282",".319",".357",".301","77","0.7","28","38","94","78"
"1992","Darrin Jackson","Padres","155","628","17","72","14","4.1 %","16.9 %",".143",".275",".249",".283",".392",".301","87","4.5","29","26","106","1006296"
"1993","Mark Lemke","Braves","151","569","7","52","1","11.4 %","8.8 %",".089",".265",".252",".335",".341",".301","78","2.3","27","65","50","1007516"
"2010","Yunel Escobar","- - -","135","567","4","60","6","9.9 %","10.1 %",".062",".282",".256",".337",".318",".301","83","1.7","27","56","57","4191"
"1996","Ruben Sierra","- - -","142","587","12","61","4","10.2 %","14.1 %",".127",".269",".247",".320",".375",".301","73","-1.3","30","60","83","1099"
"2001","Joe Randa","Royals","151","636","13","59","3","6.6 %","12.6 %",".133",".271",".253",".307",".386",".301","74","0.6","31","42","80","623"
"1993","Jody Reed","Dodgers","132","504","2","48","1","7.5 %","7.9 %",".070",".298",".276",".333",".346",".301","85","0.9","30","38","40","1010771"
"2000","Royce Clayton","Rangers","148","573","14","70","11","7.3 %","16.1 %",".142",".268",".242",".301",".384",".301","67","-0.9","30","42","92","226"
"2013","Matt Dominguez","Astros","152","589","21","56","0","5.1 %","16.3 %",".162",".254",".241",".286",".403",".301","87","0.8","23","30","96","4903"
"1977","Lou Brock","Cardinals","141","521","2","69","35","5.8 %","14.2 %",".082",".317",".272",".317",".354",".301","81","-0.7","38","30","74","1001458"
"2005","Jeremy Reed","Mariners","141","544","3","61","12","8.8 %","13.6 %",".098",".293",".254",".322",".352",".301","85","2.5","24","48","74","4730"
"1998","Marquis Grissom","Brewers","142","572","10","57","13","4.2 %","13.6 %",".111",".300",".271",".304",".382",".301","78","0.9","31","24","78","652"
"1985","Damaso Garcia","Blue Jays","146","627","8","70","28","2.4 %","6.5 %",".095",".291",".282",".302",".377",".301","82","1.4","30","15","41","1004498"
"2001","Luis Rivas","Twins","153","619","7","70","31","6.5 %","16.0 %",".096",".310",".266",".319",".362",".301","79","-0.6","21","40","99","753"
"1991","Gary Gaetti","Angels","152","634","18","58","5","5.2 %","16.4 %",".133",".269",".246",".293",".379",".301","84","0.9","32","33","104","1004422"
"2003","Gary Matthews Jr.","- - -","144","513","6","71","12","8.4 %","18.5 %",".113",".300",".248",".314",".361",".301","84","1.6","28","43","95","153"
"2012","Jhonny Peralta","Tigers","150","585","13","58","1","8.4 %","17.9 %",".145",".275",".239",".305",".384",".301","86","1.9","30","49","105","1738"
"2014","Dayan Viciedo","White Sox","145","563","21","65","0","5.7 %","21.7 %",".174",".261",".231",".281",".405",".301","90","-0.9","25","32","122","3917"
"2002","Jimmy Rollins","Phillies","154","705","11","82","31","7.7 %","14.6 %",".135",".275",".245",".306",".380",".301","81","1.5","23","54","103","971"
"1975","Tito Fuentes","Padres","146","613","4","57","8","4.1 %","8.3 %",".069",".297",".280",".309",".349",".301","87","0.5","31","25","51","1004385"
"1983","Pete O'Brien","Rangers","154","588","8","53","5","9.9 %","10.5 %",".111",".254",".237",".313",".347",".301","85","1.1","25","58","62","1009700"
"2016","Josh Harrison","Pirates","131","522","4","57","19","3.4 %","14.6 %",".105",".323",".283",".311",".388",".301","86","1.1","28","18","76","8202"
"2010","Skip Schumaker","Cardinals","137","529","5","66","5","8.1 %","12.1 %",".074",".294",".265",".328",".338",".301","85","-0.6","30","43","64","3704"
"2001","Adam Kennedy","Angels","137","532","6","48","12","5.1 %","13.3 %",".103",".300",".270",".318",".372",".300","81","1.3","25","27","71","19"
"2002","Jeromy Burnitz","Mets","154","550","19","65","10","10.5 %","24.5 %",".150",".257",".215",".311",".365",".300","83","0.7","33","58","135","867"
"1977","Jerry Remy","Angels","154","659","4","74","41","9.0 %","9.0 %",".089",".273",".252",".322",".341",".300","87","1.1","24","59","59","1010828"
"2013","Michael Bourn","Indians","130","575","6","75","23","7.0 %","23.0 %",".097",".338",".263",".316",".360",".300","88","1.7","30","40","132","6387"
"1970","Maury Wills","Dodgers","132","578","0","77","28","8.7 %","5.9 %",".048",".288",".270",".333",".318",".300","85","1.8","37","50","34","1014053"
"2004","Orlando Cabrera","- - -","161","673","10","74","16","5.8 %","8.0 %",".120",".271",".264",".306",".383",".300","74","0.0","29","39","54","766"
"2015","Jose Reyes","- - -","116","519","7","57","24","5.0 %","11.9 %",".104",".301",".274",".310",".378",".300","81","0.7","32","26","62","1736"
"1982","Dale Berra","Pirates","156","583","10","64","6","5.7 %","14.2 %",".123",".290",".263",".306",".386",".300","86","2.9","25","33","83","1000896"
"1983","Dale Berra","Pirates","161","614","10","51","8","9.9 %","13.7 %",".106",".281",".251",".327",".358",".300","84","1.9","26","61","84","1000896"
"2001","Alex Gonzalez","Blue Jays","154","703","17","79","18","6.1 %","21.2 %",".135",".300",".253",".303",".388",".300","78","2.1","28","43","149","281"
"1996","Pat Meares","Twins","152","554","8","66","9","3.1 %","16.2 %",".124",".305",".267",".298",".391",".300","70","0.6","27","17","90","1008712"
"2003","Alex Sanchez","- - -","144","599","1","58","52","4.2 %","12.4 %",".075",".326",".287",".319",".363",".300","81","-0.6","26","25","74","708"
"2007","Stephen Drew","Diamondbacks","150","619","12","60","9","9.7 %","16.2 %",".133",".267",".238",".313",".370",".300","70","-0.6","24","60","100","4251"
"2015","Salvador Perez","Royals","142","553","21","52","1","2.4 %","14.8 %",".166",".270",".260",".280",".426",".300","87","1.6","25","13","82","7304"
"1986","Shawon Dunston","Cubs","150","611","17","66","13","3.4 %","18.7 %",".162",".283",".250",".278",".411",".300","78","0.7","23","21","114","1401"
"1991","Tom Pagnozzi","Cardinals","140","510","2","38","9","7.1 %","12.4 %",".087",".298",".264",".319",".351",".300","88","3.4","28","36","63","1009960"
"2014","Jed Lowrie","Athletics","136","566","6","59","0","9.0 %","14.0 %",".106",".281",".249",".321",".355",".300","95","1.7","30","51","79","4418"
"1989","Spike Owen","Expos","142","522","6","52","3","14.6 %","8.4 %",".098",".246",".233",".349",".332",".300","91","0.8","28","76","44","1009924"
"2004","Cristian Guzman","Twins","145","624","8","84","10","4.8 %","10.3 %",".109",".295",".274",".309",".384",".300","77","1.8","26","30","64","728"
"2003","Mark Ellis","Athletics","154","622","9","78","6","7.7 %","15.1 %",".123",".281",".248",".313",".371",".300","80","1.6","26","48","94","1443"
"1996","Johnny Damon","Royals","145","566","6","61","25","5.5 %","11.3 %",".097",".296",".271",".313",".368",".300","69","-0.8","22","31","64","185"
"1979","John Stearns","Mets","155","602","9","58","15","8.6 %","9.5 %",".112",".256",".243",".312",".355",".300","85","1.3","27","52","57","1012446"
"1982","George Foster","Mets","151","608","13","64","1","8.2 %","20.2 %",".120",".293",".247",".309",".367",".300","88","-0.3","33","50","123","1004250"
"1980","Willie Montanez","- - -","142","548","6","40","3","7.1 %","10.0 %",".076",".292",".272",".325",".348",".300","92","-0.3","32","39","55","1009062"
"1970","Felipe Alou","Athletics","154","618","8","70","10","5.2 %","5.0 %",".096",".273",".271",".308",".367",".300","87","1.7","35","32","31","1000177"
"1970","Eddie Leon","Indians","152","624","10","58","1","7.5 %","14.3 %",".106",".278",".248",".308",".353",".300","79","1.2","23","47","89","1007539"
"1988","Ken Oberkfell","- - -","140","529","3","49","4","7.0 %","6.4 %",".082",".282",".271",".321",".353",".300","88","-0.3","32","37","34","1009677"
"1995","Roberto Kelly","- - -","136","540","7","58","19","4.1 %","14.6 %",".095",".313",".278",".312",".373",".300","82","-0.9","30","22","79","1006815"
"1968","Jose Cardenal","Indians","157","629","7","78","40","6.2 %","11.8 %",".096",".283",".257",".305",".353",".300","97","3.3","24","39","74","1001937"
"1989","Dale Murphy","Braves","154","647","20","60","3","10.0 %","21.9 %",".132",".266",".228",".306",".361",".300","84","1.4","33","65","142","1009355"
"1991","Dan Gladden","Twins","126","511","6","65","15","7.0 %","11.7 %",".108",".271",".247",".306",".356",".300","80","0.6","33","36","60","1004750"
"2016","Joe Panik","Giants","127","526","10","67","5","9.5 %","8.9 %",".140",".245",".239",".315",".379",".300","88","1.9","25","50","47","11936"
"2000","Cristian Guzman","Twins","156","690","8","89","28","6.7 %","14.6 %",".141",".281",".247",".299",".388",".300","69","-0.1","22","46","101","728"
"2012","Ichiro Suzuki","- - -","162","663","9","77","29","3.3 %","9.2 %",".107",".300",".283",".307",".390",".300","90","2.2","38","22","61","1101"
"2004","Scott Podsednik","Brewers","154","713","12","85","70","8.1 %","14.7 %",".120",".275",".244",".313",".364",".300","76","1.9","28","58","105","1095"
"2010","Yadier Molina","Cardinals","136","521","6","34","8","8.1 %","9.8 %",".080",".281",".262",".329",".342",".300","84","2.3","27","42","51","7007"
"1990","Carney Lansford","Athletics","134","564","3","58","16","8.0 %","8.9 %",".051",".290",".268",".333",".320",".300","90","0.6","33","45","50","1007331"
"1988","Chris James","Phillies","150","605","19","57","7","5.1 %","12.1 %",".147",".246",".242",".283",".389",".300","89","0.7","25","31","73","1006347"
"2006","Pedro Feliz","Giants","160","644","22","75","1","5.1 %","17.4 %",".184",".263",".244",".281",".428",".300","75","1.5","31","33","112","1112"
"1989","Scott Fletcher","- - -","142","629","1","77","2","10.2 %","9.5 %",".059",".280",".253",".332",".311",".300","86","1.1","30","64","60","1004155"
"1995","Joe Girardi","Rockies","125","506","8","63","3","5.7 %","15.0 %",".097",".298",".262",".308",".359",".300","54","-0.7","30","29","76","280"
"2012","Ben Revere","Twins","124","553","0","70","40","5.2 %","9.8 %",".049",".325",".294",".333",".342",".300","86","2.1","24","29","54","4712"
"1985","Wally Backman","Mets","145","574","1","77","30","6.3 %","12.5 %",".071",".313",".273",".320",".344",".299","90","1.8","25","36","72","1000400"
"2012","Jamey Carroll","Twins","138","537","1","65","9","9.7 %","12.1 %",".049",".306",".268",".343",".317",".299","86","1.5","38","52","65","1591"
"1988","Jim Gantner","Brewers","155","596","0","67","20","5.7 %","8.4 %",".059",".303",".276",".322",".336",".299","86","2.0","35","34","50","1004483"
"1998","Miguel Cairo","Devil Rays","150","558","5","49","19","4.3 %","7.9 %",".099",".284",".268",".307",".367",".299","74","2.4","24","24","44","1412"
"1971","Denis Menke","Astros","146","547","1","57","4","10.8 %","12.4 %",".074",".282",".246",".328",".320",".299","88","0.0","30","59","68","1008766"
"1979","Mitchell Page","Athletics","133","539","9","51","17","9.6 %","17.3 %",".088",".288",".247",".323",".335",".299","84","-1.1","27","52","93","1009954"
"1976","Roy Howell","Rangers","140","531","8","55","1","5.6 %","20.0 %",".114",".304",".253",".295",".367",".299","90","0.1","22","30","106","1006104"
"1979","Ken Reitz","Cardinals","159","643","8","42","1","3.9 %","13.2 %",".114",".298",".268",".299",".382",".299","82","0.6","28","25","85","1010823"
"2000","Doug Glanville","Phillies","154","689","8","89","31","4.5 %","11.0 %",".099",".298",".275",".307",".374",".299","70","0.2","29","31","76","956"
"1968","Tommy McCraw","White Sox","136","530","9","51","20","6.8 %","10.9 %",".140",".249",".235",".293",".375",".299","98","1.0","27","36","58","1008428"
"1980","Harold Baines","White Sox","141","518","13","55","2","3.7 %","12.5 %",".151",".268",".255",".281",".405",".299","82","-0.8","21","19","65","1000434"
"2012","Kelly Johnson","Blue Jays","142","581","16","61","14","10.7 %","27.4 %",".140",".292",".225",".313",".365",".299","84","0.7","30","62","159","2234"
"1978","Chris Speier","Expos","150","570","5","47","1","10.5 %","13.2 %",".078",".283",".251",".329",".329",".299","86","3.0","28","60","75","1012316"
"1975","Ron LeFlore","Tigers","136","591","8","66","28","5.6 %","23.5 %",".089",".331",".258",".302",".347",".299","79","-1.7","27","33","139","1007478"
"1989","Vince Coleman","Cardinals","145","624","2","94","65","8.0 %","14.4 %",".080",".298",".254",".316",".334",".299","89","2.1","27","50","90","1002433"
"1971","Maury Wills","Dodgers","149","654","3","73","15","6.1 %","6.7 %",".048",".296",".281",".323",".329",".299","91","2.5","38","40","44","1014053"
"1968","Tommy Helms","Reds","127","526","2","35","5","2.3 %","5.1 %",".075",".299",".288",".305",".363",".299","92","1.9","27","12","27","1005616"
"1988","Tony Pena","Cardinals","149","546","10","55","6","6.0 %","11.0 %",".109",".280",".263",".308",".372",".299","90","2.3","31","33","60","1010153"
"2005","Jose Reyes","Mets","161","733","7","99","60","3.7 %","10.6 %",".114",".298",".273",".300",".386",".299","80","1.7","22","27","78","1736"
"1978","Len Randle","Mets","132","508","2","53","14","12.6 %","11.2 %",".087",".262",".233",".330",".320",".299","88","1.1","29","64","57","1010693"
"2014","Jordy Mercer","Pirates","149","555","12","56","4","6.3 %","16.0 %",".132",".285",".255",".305",".387",".299","91","2.0","27","35","89","6547"
"2016","Yonder Alonso","Athletics","156","532","7","52","3","8.5 %","13.9 %",".114",".284",".253",".316",".367",".299","87","-0.3","29","45","74","2530"
"2013","Erick Aybar","Angels","138","589","6","68","12","3.9 %","10.0 %",".111",".292",".271",".301",".382",".299","91","1.2","29","23","59","4082"
"2000","Chris Singleton","White Sox","147","566","11","83","22","6.2 %","15.0 %",".127",".284",".254",".301",".382",".299","69","0.4","27","35","85","170"
"2014","Yunel Escobar","Rays","137","529","7","33","1","8.1 %","11.3 %",".082",".282",".258",".324",".340",".299","93","0.4","31","43","60","4191"
"2005","Royce Clayton","Diamondbacks","143","573","2","59","13","6.6 %","18.3 %",".080",".333",".270",".320",".351",".299","73","0.1","35","38","105","226"
"2002","Terrence Long","Athletics","162","640","16","71","3","7.5 %","15.0 %",".150",".262",".240",".298",".390",".299","81","0.6","26","48","96","927"
"1993","Mike Bordick","Athletics","159","633","3","60","10","9.5 %","9.2 %",".062",".271",".249",".332",".311",".299","84","0.9","27","60","58","129"
"2014","Gerardo Parra","- - -","150","574","9","64","9","5.6 %","17.4 %",".108",".306",".261",".308",".369",".298","84","0.7","27","32","100","8553"
"1978","Manny Trillo","Cubs","152","615","4","53","0","8.1 %","10.9 %",".071",".286",".261",".320",".332",".298","74","1.1","27","50","67","1013184"
"1988","Gary Carter","Mets","130","503","11","39","0","6.8 %","10.3 %",".116",".249",".242",".301",".358",".298","96","1.0","34","34","52","1002015"
"1982","Chris Speier","Expos","156","585","7","41","1","8.0 %","11.5 %",".104",".280",".257",".316",".360",".298","88","1.6","32","47","67","1012316"
"1976","Larry Parrish","Expos","154","593","11","65","2","6.9 %","15.3 %",".131",".257",".232",".285",".363",".298","80","0.3","22","41","91","1010020"
"1971","Ted Sizemore","Cardinals","135","532","3","53","4","7.9 %","4.9 %",".069",".272",".264",".322",".333",".298","86","1.4","26","42","26","1012027"
"1998","Mark Grudzielanek","- - -","156","641","10","62","18","4.1 %","11.4 %",".090",".292",".272",".311",".362",".298","78","-0.8","28","26","73","653"
"2016","Marwin Gonzalez","Astros","141","518","13","55","12","4.2 %","22.8 %",".147",".311",".254",".293",".401",".298","88","0.3","27","22","118","5497"
"2000","Pat Meares","Pirates","132","514","13","55","1","7.0 %","17.7 %",".141",".271",".240",".305",".381",".298","69","-0.2","31","36","91","1008712"
"1974","Ken Reitz","Cardinals","154","612","7","48","0","3.8 %","10.3 %",".092",".292",".271",".299",".363",".298","81","0.6","23","23","63","1010823"
"1974","John Lowenstein","Indians","140","574","8","65","36","9.2 %","14.8 %",".083",".274",".242",".313",".325",".298","85","1.6","27","53","85","1007790"
"1977","Chris Speier","- - -","145","621","5","59","1","10.8 %","13.0 %",".106",".265",".234",".317",".339",".298","81","1.5","27","67","81","1012316"
"2010","Elvis Andrus","Rangers","148","674","0","88","32","9.5 %","14.2 %",".036",".317",".265",".342",".301",".298","75","2.1","21","64","96","8709"
"2013","Paul Konerko","White Sox","126","520","12","41","0","8.7 %","14.2 %",".111",".265",".244",".313",".355",".298","84","-1.5","37","45","74","242"
"1996","Mickey Morandini","Phillies","140","606","3","64","26","8.1 %","14.4 %",".083",".291",".250",".321",".334",".298","75","0.2","30","49","87","1009151"
"1988","Rafael Ramirez","Astros","155","597","6","51","3","3.0 %","10.2 %",".102",".297",".276",".298",".378",".298","94","1.1","30","18","61","1010673"
"2011","Ryan Ludwick","- - -","139","558","13","56","1","9.1 %","22.2 %",".127",".287",".237",".310",".363",".298","92","0.3","32","51","124","1260"
"2004","Tike Redman","Pirates","155","581","8","65","18","4.0 %","9.0 %",".093",".295",".280",".310",".374",".298","75","1.0","27","23","52","1003"
"2012","Zack Cozart","Reds","138","600","15","72","4","5.2 %","18.8 %",".153",".282",".246",".288",".399",".298","83","1.9","26","31","113","2616"
"2001","Edgar Renteria","Cardinals","141","549","10","54","17","7.1 %","13.3 %",".112",".284",".260",".314",".371",".298","78","1.7","24","39","73","1178"
"2010","Chone Figgins","Mariners","161","702","1","62","42","10.5 %","16.2 %",".047",".314",".259",".340",".306",".298","88","1.3","32","74","114","1580"
"1989","Alan Trammell","Tigers","121","506","5","54","10","8.9 %","8.9 %",".091",".257",".243",".314",".334",".298","86","3.0","31","45","45","1013157"
"1997","Chris Gomez","Padres","150","589","5","62","5","9.0 %","19.4 %",".073",".313",".253",".326",".326",".298","80","-2.3","26","53","114","1208"
"2012","Rafael Furcal","Cardinals","121","531","5","69","12","8.3 %","10.7 %",".082",".289",".264",".325",".346",".298","86","0.7","34","44","57","88"
"2009","Randy Winn","Giants","149","597","2","65","16","7.9 %","15.6 %",".091",".308",".262",".318",".353",".298","79","1.8","35","47","93","1235"
"1968","Felix Millan","Braves","149","615","1","49","6","3.6 %","4.2 %",".051",".300",".289",".321",".340",".298","97","2.7","24","22","26","1008867"
"1993","Benito Santiago","Marlins","139","516","13","49","10","7.2 %","17.1 %",".149",".255",".230",".291",".380",".298","79","0.6","28","37","88","1130"
"1977","Duane Kuiper","Indians","148","679","1","62","11","5.4 %","8.1 %",".056",".301",".277",".324",".333",".298","81","1.1","27","37","55","1007207"
"1984","Jim Gantner","Brewers","153","658","3","61","6","4.6 %","7.8 %",".062",".299",".282",".314",".344",".298","85","0.6","31","30","51","1004483"
"1998","Ed Sprague","- - -","132","510","20","57","1","5.1 %","17.6 %",".181",".233",".222",".280",".403",".298","74","-0.2","30","26","90","1012356"
"1992","Harold Reynolds","Mariners","140","521","3","55","15","8.6 %","7.9 %",".083",".263",".247",".316",".330",".298","83","0.3","31","45","41","1010870"
"1986","Ron Oester","Reds","153","586","8","52","9","8.9 %","14.3 %",".098",".293",".258",".325",".356",".298","80","1.5","30","52","84","1009739"
"1969","Felix Millan","Braves","162","708","6","98","14","4.8 %","4.9 %",".078",".274",".267",".310",".345",".298","81","2.3","25","34","35","1008867"
"1987","Gary Carter","Mets","139","573","20","55","0","7.3 %","12.7 %",".157",".236",".235",".290",".392",".298","84","1.4","33","42","73","1002015"
"2015","Logan Morrison","Mariners","146","511","17","47","8","9.2 %","15.9 %",".158",".238",".225",".302",".383",".298","90","0.0","27","47","81","9205"
"2016","Leonys Martin","Mariners","143","576","15","72","24","7.6 %","25.9 %",".131",".313",".247",".306",".378",".298","88","2.2","28","44","149","11846"
"1978","Ruppert Jones","Mariners","129","541","6","48","22","10.2 %","15.7 %",".102",".272",".235",".312",".337",".298","82","0.3","23","55","85","1006588"
"2017","Freddy Galvis","Phillies","162","663","12","71","14","6.8 %","16.7 %",".127",".292",".255",".309",".382",".298","80","1.6","27","45","111","6609"
"2002","Marlon Anderson","Phillies","145","592","8","64","5","7.1 %","12.0 %",".122",".282",".258",".315",".380",".298","79","0.3","28","42","71","947"
"2005","Angel Berroa","Royals","159","652","11","68","7","2.8 %","16.6 %",".105",".312",".270",".305",".375",".298","76","0.4","27","18","108","591"
"1980","Larry Herndon","Giants","139","521","8","54","8","3.6 %","17.5 %",".128",".299",".258",".284",".385",".298","89","0.4","26","19","91","1005717"
"2003","Cristian Guzman","Twins","143","585","3","78","18","5.1 %","13.5 %",".097",".307",".268",".311",".365",".298","77","1.3","25","30","79","728"
"1987","Terry Kennedy","Orioles","143","549","18","51","1","6.4 %","20.4 %",".135",".288",".250",".299",".385",".298","79","1.7","31","35","112","1006850"
"2000","Scott Brosius","Yankees","135","519","16","57","0","8.7 %","14.1 %",".145",".240",".230",".299",".374",".298","71","0.1","33","45","73","1001477"
"1980","Phil Garner","Pirates","151","610","5","62","32","7.5 %","8.7 %",".099",".276",".259",".315",".358",".297","80","2.9","31","46","53","1004541"
"1986","Dave Kingman","Athletics","144","604","35","70","3","5.5 %","20.9 %",".221",".204",".210",".255",".431",".297","86","-0.8","37","33","126","1006939"
"1972","Ray Fosse","Indians","134","508","10","42","5","8.9 %","9.1 %",".114",".248",".241",".312",".354",".297","89","1.7","25","45","46","1004243"
"1986","Willie McGee","Cardinals","124","539","7","65","19","6.9 %","15.2 %",".115",".291",".256",".306",".370",".297","85","1.3","27","37","82","1008513"
"2012","Colby Rasmus","Blue Jays","151","625","23","75","4","7.5 %","23.8 %",".177",".259",".223",".289",".400",".297","82","1.1","25","47","149","9893"
"1968","Vic Davalillo","- - -","144","545","3","49","25","3.3 %","9.7 %",".077",".303",".277",".301",".355",".297","99","2.9","31","18","53","1003012"
"1985","Buddy Bell","- - -","151","635","10","61","3","10.6 %","7.6 %",".121",".232",".229",".309",".350",".297","81","0.9","33","67","48","1000799"
"2016","Melvin Upton Jr.","- - -","149","539","20","64","27","6.9 %","28.8 %",".165",".300",".238",".291",".402",".297","85","1.4","31","37","155","5015"
"2011","Danny Valencia","Twins","154","608","15","63","2","6.6 %","16.8 %",".137",".275",".246",".294",".383",".297","83","-0.6","26","40","102","6364"
"1992","Matt Williams","Giants","146","576","20","58","7","6.8 %","18.9 %",".157",".249",".227",".286",".384",".297","89","1.7","26","39","109","77"
"1983","Mookie Wilson","Mets","152","663","7","91","54","2.7 %","15.5 %",".091",".319",".276",".300",".367",".297","84","1.5","27","18","103","1014096"
"1985","Vince Coleman","Cardinals","151","692","1","107","110","7.2 %","16.6 %",".068",".324",".267",".320",".335",".297","88","2.6","23","50","115","1002433"
"1990","Robin Ventura","White Sox","150","565","5","48","1","9.7 %","9.4 %",".069",".269",".249",".324",".318",".297","83","1.7","22","55","53","854"
"1974","Cookie Rojas","Royals","144","590","6","52","8","5.1 %","7.3 %",".068",".282",".271",".309",".339",".297","83","0.6","35","30","43","1011152"
"2002","Roger Cedeno","Mets","149","562","7","65","25","7.5 %","16.4 %",".086",".304",".260",".318",".346",".297","80","-0.3","27","42","92","869"
"2010","Kurt Suzuki","Athletics","131","544","13","55","3","6.1 %","9.0 %",".123",".245",".242",".303",".366",".297","84","1.4","26","33","49","8259"
"1984","Kirby Puckett","Twins","128","583","0","63","14","2.7 %","11.8 %",".039",".337",".296",".320",".336",".297","77","3.3","24","16","69","1010557"
"1975","Bobby Tolan","Padres","147","560","5","58","11","5.0 %","8.0 %",".083",".271",".255",".306",".338",".297","85","0.0","29","28","45","1013100"
"1969","Jerry Kenney","Yankees","130","509","2","49","25","9.4 %","7.1 %",".054",".274",".257",".328",".311",".297","86","2.5","24","48","36","1006840"
"1983","Bo Diaz","Phillies","136","516","15","49","1","7.4 %","11.0 %",".132",".240",".236",".295",".367",".297","82","1.6","30","38","57","1003261"
"1982","Lloyd Moseby","Blue Jays","147","533","9","51","11","6.2 %","19.9 %",".133",".283",".236",".294",".370",".297","76","0.9","22","33","106","1009238"
"1986","Steve Lombardozzi","Twins","156","515","8","53","3","10.1 %","14.8 %",".119",".257",".227",".308",".347",".297","77","0.7","26","52","76","1007721"
"1984","Scott Fletcher","White Sox","149","521","3","46","10","8.8 %","8.8 %",".061",".271",".250",".328",".311",".297","80","2.6","25","46","46","1004155"
"2012","Michael Young","Rangers","156","651","8","79","2","5.1 %","10.8 %",".093",".299",".277",".312",".370",".297","79","-1.6","35","33","70","1286"
"1969","Danny Cater","Athletics","152","620","10","64","1","4.5 %","6.5 %",".099",".265",".262",".296",".361",".297","86","0.3","29","28","40","1002079"
"1978","Bob Bailor","Blue Jays","154","676","1","74","5","5.6 %","3.1 %",".074",".271",".264",".310",".338",".297","79","0.6","26","38","21","1000433"
"1976","Bert Campaneris","Athletics","149","631","1","67","54","10.0 %","12.7 %",".035",".292",".256",".331",".291",".297","90","4.0","34","63","80","1001868"
"1971","Horace Clarke","Yankees","159","696","2","76","17","9.2 %","6.2 %",".069",".265",".250",".321",".318",".297","89","2.4","31","64","43","1002287"
"1980","Dave Concepcion","Reds","156","669","5","72","12","5.5 %","16.0 %",".100",".304",".260",".300",".360",".297","83","1.7","32","37","107","1002494"
"2013","Jose Altuve","Astros","152","672","5","64","35","4.8 %","12.6 %",".080",".316",".283",".316",".363",".297","84","0.5","23","32","85","5417"
"2010","Alberto Callaspo","- - -","146","601","10","61","5","5.2 %","7.0 %",".109",".269",".265",".302",".374",".297","82","0.8","27","31","42","3336"
"1996","Carlos Baerga","- - -","126","544","12","59","1","3.9 %","5.0 %",".126",".247",".254",".293",".381",".297","69","-2.0","27","21","27","175"
"2005","Willy Taveras","Astros","152","635","3","82","34","3.9 %","16.2 %",".051",".345",".291",".325",".341",".297","76","2.2","23","25","103","1876"
